26521,2012-10-07,48132,2288.9187
26521,2013-11-09,59819,829.0815
17989,2013-05-05,50817,2410.6266
17989,2014-03-02,67432,1934.8329
15058,2012-01-10,45401,3953.9884
15058,2014-01-21,64714,830.2307
15058,2014-05-06,72282,2552.5169
20173,2011-11-20,44958,772.5036
20173,2013-09-14,56193,2742.8642
24010,2014-04-20,71090,624.8444
26051,2014-05-27,73891,5.5140
19091,2013-11-19,60464,2.5305
19091,2014-06-03,74257,24.2879
20299,2013-09-13,56158,62.9519
17257,2011-08-17,44209,3953.9884
17257,2014-02-23,66886,997.2183
22287,2013-07-21,52962,596.6890
27487,2013-04-30,50774,865.2040
27487,2014-05-17,73162,596.6890
25413,2013-11-26,60942,1357.8572
15353,2013-08-26,55064,144.2688
15353,2014-05-05,72232,215.7734
20632,2014-02-25,67045,24.2879
11920,2012-03-11,45889,3729.3640
11920,2013-10-26,58691,2610.3084
11920,2014-05-13,72849,2673.0613
27016,2013-08-07,53995,46.3327
17369,2013-07-14,52593,8.0444
16312,2014-04-24,71307,70.6869
25113,2013-03-21,50105,1105.4834
25113,2014-01-19,64596,1303.8669
12098,2013-07-01,51932,9.9340
12098,2014-05-13,72818,82.8529
14372,2013-11-11,59936,26.8184
13071,2013-10-28,58788,32.0340
13071,2013-12-04,61517,38.6750
13071,2014-04-22,71164,33.1390
13071,2014-06-02,74228,55.2169
28782,2014-06-24,74917,59.6590
17328,2011-08-01,44137,3953.9884
17328,2014-05-08,72494,894.4644
20562,2012-01-14,45435,772.5036
20562,2014-05-24,73662,2535.9640
17096,2013-01-24,49414,2699.9018
17096,2013-07-08,52294,1879.5940
14645,2011-11-24,44990,772.5036
14645,2014-01-17,64424,927.6254
12409,2013-10-20,58325,38.6750
12409,2014-04-09,70249,132.6000
29405,2014-01-13,64145,59.6590
14712,2011-10-20,44686,3953.9884
14712,2013-09-05,55724,820.2968
14712,2014-03-06,67702,2585.6669
24782,2014-01-04,63607,2674.4757
27910,2013-07-16,52720,635.3529
29048,2011-11-10,44875,3953.9884
29048,2013-11-21,60615,858.9607
13273,2012-07-27,47318,2410.6266
13273,2013-10-14,58000,2735.9469
12279,2011-10-13,44644,3953.9884
12279,2014-01-13,64127,2647.5358
17594,2014-04-29,71667,2626.5408
26679,2013-12-15,62187,33.1279
20901,2014-05-11,72720,1238.1415
12216,2012-08-25,47635,2288.9187
12216,2013-09-09,55923,2687.3048
12216,2014-05-19,73332,2709.5042
18330,2013-08-14,54383,38.6529
18330,2014-06-07,74372,59.6590
15656,2012-07-12,47166,2699.9018
15656,2014-03-15,68284,606.6229
21123,2014-03-15,68308,33.6804
11889,2013-07-26,53228,46.7194
11889,2013-08-04,53831,8.7848
14486,2013-04-30,50767,1105.4834
14486,2013-11-30,61302,2552.5169
22934,2012-11-18,48619,2699.9018
22934,2014-05-13,72826,1911.6169
12533,2013-07-04,52066,80.6208
12533,2013-09-13,56170,219.8840
21483,2014-03-18,68530,1332.0444
14472,2013-05-27,51058,1105.4834
14472,2013-12-27,62924,2766.1023
27952,2013-11-27,60969,2740.3337
14709,2012-02-14,45683,3953.9884
14709,2014-02-08,65962,905.5254
16540,2012-12-12,48897,2410.6266
16540,2014-04-24,71291,2778.9977
11872,2012-03-22,45959,3953.9884
11872,2013-11-25,60874,2618.8169
20661,2014-01-14,64240,1297.8004
22496,2014-03-07,67807,54.1119
11991,2012-04-02,46140,3729.3640
11991,2013-12-10,61913,2563.5890
11991,2014-05-21,73503,2688.5092
29898,2011-05-31,43664,27510.4109
29898,2011-08-31,44285,65037.6996
29898,2011-12-01,45042,45769.7268
29898,2012-02-29,45783,29299.5826
22060,2013-08-07,53998,41.1834
12426,2014-04-07,70129,109.9144
12510,2012-01-27,45508,3953.9884
12510,2013-08-08,54039,2535.9640
12510,2014-02-20,66762,627.3748
15813,2014-02-12,66233,34.2219
13888,2014-03-31,69605,24.2879
14849,2013-09-01,55477,62.9519
14410,2014-04-28,71585,62.9519
15622,2012-06-15,46810,2699.9018
15622,2014-03-02,67431,645.2869
15676,2013-01-24,49411,2699.9018
15676,2014-01-04,63562,2610.3084
15676,2014-03-06,67764,2673.0613
11845,2013-07-16,52683,44.1779
11845,2013-08-18,54636,46.7194
11845,2014-03-12,68107,71.7919
11845,2014-05-11,72669,55.2169
12636,2013-10-31,59179,44.1779
12636,2013-12-14,62126,9.9340
19797,2012-02-10,45660,3953.9884
19797,2013-10-24,58571,2699.9018
19315,2012-11-12,48550,865.2040
19315,2014-05-04,72181,1939.2529
21531,2014-06-24,74933,62.9408
24160,2013-02-26,49809,2699.9018
24160,2014-01-14,64223,666.8565
28471,2012-02-21,45730,3729.3640
12597,2014-01-04,63593,9.9340
12597,2014-03-02,67445,48.8631
29171,2014-02-13,66275,27.6140
29341,2014-02-07,65902,109.3619
12499,2013-02-13,49695,2264.2536
12499,2014-01-27,65021,2574.6279
18102,2013-07-07,52242,5.5140
19909,2013-10-30,59104,70.6869
28810,2013-07-24,53087,87.2729
29021,2014-01-02,63448,77.3390
14852,2012-03-05,45848,772.5036
14852,2014-02-12,66243,850.2865
24691,2013-10-27,58748,4.4090
23853,2014-04-19,71012,650.8008
28792,2011-10-06,44599,3953.9884
26512,2012-11-06,48476,1105.4834
25207,2013-10-07,57602,96.0798
26057,2012-04-22,46281,3756.9890
26057,2013-12-23,62682,2792.9096
13605,2012-06-22,46870,2699.9018
13605,2013-11-12,59983,2535.9640
13605,2013-12-22,62625,2649.8453
13605,2014-01-01,63367,2738.5657
13711,2014-04-18,70914,2630.4194
22194,2012-09-26,47935,2410.6266
22194,2014-04-28,71602,2709.8357
13581,2011-06-06,43722,3953.9884
13581,2013-10-26,58640,2580.1419
13581,2013-11-09,59830,2720.0128
23022,2013-10-24,58562,8.0444
15974,2013-07-24,53097,101.6048
15974,2013-12-15,62209,51.3494
15974,2014-04-22,71166,77.3390
14947,2011-12-02,45083,3953.9884
14947,2013-11-23,60738,867.7786
14947,2014-04-09,70257,2535.9640
18944,2013-12-05,61562,62.9519
18944,2014-05-21,73439,99.4169
21161,2014-02-22,66881,1297.8004
27890,2014-02-12,66256,620.4354
22552,2013-11-28,61068,23.7465
16155,2013-05-07,50850,2264.2536
16155,2014-04-20,71074,2696.7194
28539,2013-09-12,56092,132.5779
16550,2012-09-02,47758,2410.6266
16550,2014-05-16,73044,905.5254
22334,2013-07-26,53239,606.6229
15692,2012-05-01,46404,3953.9884
15692,2013-12-19,62408,2646.4419
15692,2013-12-31,63362,2673.0613
19702,2013-10-21,58376,77.3390
19560,2012-01-07,45390,3953.9884
19560,2013-09-15,56265,2806.0591
16626,2013-07-31,53627,40.4320
16626,2013-10-20,58291,38.6529
25491,2013-12-18,62374,8.0444
23361,2014-06-18,74732,35.6694
28987,2014-06-23,74882,34.5534
11155,2013-06-08,51324,2563.5890
24444,2013-11-06,59638,2700.1228
27137,2014-01-16,64375,682.3044
19742,2014-03-23,68838,104.4004
16986,2013-12-03,61456,75.6815
26203,2014-03-23,68834,208.8229
25691,2013-08-02,53751,30.6859
13901,2013-11-11,59939,73.9908
19389,2013-10-21,58386,152.9873
27919,2011-07-30,44061,3953.9884
27919,2014-04-02,69783,2694.0563
16480,2013-11-28,61040,83.9469
16480,2014-06-14,74588,76.2119
22562,2013-08-14,54408,33.6804
21429,2014-05-20,73407,1297.8004
16338,2013-06-30,51884,64.6094
16338,2013-09-30,57193,122.6108
14881,2012-04-03,46145,772.5036
14881,2014-03-25,69015,1276.8054
14662,2011-12-25,45226,772.5036
14662,2014-01-11,64035,997.7929
18008,2011-12-17,45172,772.5036
18008,2014-03-08,67853,1944.7669
16833,2014-03-30,69368,2590.0758
13781,2013-11-03,59366,77.3169
13781,2013-11-18,60405,44.1890
25922,2012-04-25,46303,772.5036
25922,2014-04-15,70728,635.3529
28908,2013-07-04,52098,36.9402
22761,2014-02-18,66590,77.3169
18022,2013-07-30,53428,70.6869
24085,2013-08-09,54123,44.1779
29012,2014-03-25,68976,87.2729
29069,2013-11-24,60834,835.7447
26535,2014-02-09,66038,71.7919
12903,2013-12-08,61770,2577.1694
14190,2013-12-16,62262,40.4320
27866,2013-12-06,61653,2649.8453
20163,2012-08-29,47653,865.2040
20163,2013-09-16,56331,1238.1415
12411,2013-11-30,61299,44.1890
12411,2014-03-19,68542,132.6000
16631,2011-06-11,43744,3953.9884
16631,2014-05-24,73692,2566.1194
25710,2011-11-18,44945,772.5036
25710,2014-04-30,71772,596.6890
25242,2013-05-14,50929,1105.4834
25242,2014-01-07,63798,1238.1415
28619,2011-10-14,44654,3953.9884
28334,2014-02-07,65891,59.6590
21677,2014-03-31,69609,23.7465
12394,2012-11-16,48593,2264.2536
12394,2013-11-04,59408,2621.0158
12394,2013-11-14,60163,1342.4093
24297,2013-07-19,52854,42.9624
13313,2013-08-13,54357,85.0519
29895,2012-06-30,46940,58700.7642
29895,2012-09-30,47973,53087.0989
29895,2012-12-31,49094,50217.0682
29895,2013-03-30,50265,51614.1692
29895,2013-06-30,51793,35646.5240
29895,2013-09-30,57093,43881.2636
29895,2013-12-31,63132,38158.2153
29895,2014-03-31,69478,26890.6676
24469,2013-07-19,52847,71.2394
17352,2011-09-17,44419,3953.9884
17352,2013-12-23,62673,2699.9018
25311,2014-02-15,66373,1918.2579
27676,2014-06-15,74627,38.0894
24990,2013-09-25,56790,2727.1842
18013,2014-06-16,74683,30.6859
16850,2014-03-06,67736,2602.2529
28759,2014-05-29,74057,77.3169
16566,2013-05-26,51042,2410.6266
16566,2014-03-22,68784,1357.8572
16566,2014-04-30,71705,2647.5358
26134,2012-07-03,47099,865.2040
26134,2014-03-18,68515,1263.5233
14744,2012-01-31,45598,772.5036
14744,2014-02-21,66812,891.4698
29480,2013-12-17,62341,2698.4432
25084,2014-05-14,72923,2644.3313
21617,2014-06-22,74860,16.5529
16870,2013-07-06,52178,43.6144
16870,2013-07-15,52654,85.0519
16870,2013-11-22,60653,36.0230
26180,2014-02-14,66341,5.5140
22715,2013-10-16,58098,94.4554
27607,2013-08-21,54787,8.0444
27701,2014-05-22,73566,1276.8054
19951,2012-02-03,45620,3953.9884
19951,2013-11-22,60683,2699.9018
19818,2014-01-17,64399,87.2729
29546,2012-07-31,47447,63986.4097
29546,2012-10-30,48386,57874.7924
29546,2013-01-28,49510,53013.6422
29546,2013-04-30,50722,56147.0558
29546,2013-07-31,53562,91734.9579
29546,2013-10-30,59063,65070.2422
29546,2014-01-29,65271,62804.8831
29546,2014-05-01,71938,83485.5786
14604,2013-07-07,52237,26.4869
14604,2013-07-09,52359,38.6750
14604,2013-10-05,57501,87.2729
25023,2013-09-17,56348,42.9624
29327,2013-12-09,61797,59.6590
25433,2014-04-03,69817,5.5140
13044,2013-12-24,62696,27.6140
13044,2014-04-16,70759,38.6640
17977,2013-03-27,50165,2410.6266
17977,2014-04-02,69732,866.8394
13852,2014-04-30,71737,2535.9640
17939,2014-06-05,74328,41.1834
11541,2012-02-12,45670,3953.9884
11541,2013-09-13,56176,2646.4419
17786,2013-07-13,52557,44.1779
17786,2013-10-14,57986,54.6754
27124,2014-02-22,66866,896.5086
14421,2013-04-07,50428,1105.4834
14421,2013-12-23,62667,2617.7119
14975,2011-12-11,45130,3953.9884
14975,2014-04-06,70030,2628.7398
22298,2013-12-24,62744,639.1983
20899,2014-06-21,74834,6.9394
21257,2012-07-03,47097,2699.9018
21257,2014-03-15,68329,1879.5940
21780,2013-09-06,55762,86.1016
18208,2011-10-14,44659,3953.9884
18208,2013-06-01,51203,2715.3497
26143,2013-12-04,61485,136.9979
11836,2013-08-24,54942,38.6640
11836,2013-09-22,56633,38.6750
20227,2012-03-22,45962,3953.9884
20227,2013-11-22,60685,2735.9248
20088,2013-11-07,59673,5.5140
29335,2012-01-15,45442,3953.9884
25554,2013-09-27,56887,8.0444
26233,2013-07-07,52260,54.1119
21124,2014-05-15,72993,62.9408
22739,2013-07-16,52697,8.0444
14684,2014-03-18,68477,8.0444
14684,2014-05-20,73340,34.5534
14684,2014-06-07,74371,60.7640
24028,2014-05-25,73782,660.7348
22418,2014-01-09,63893,1914.1473
24357,2013-10-13,57946,2700.1228
28267,2013-07-31,53630,71.2394
24946,2013-09-21,56555,42.9624
26463,2014-02-26,67092,30.1444
16402,2014-05-08,72466,5.5140
16402,2014-06-30,75116,5.5140
12376,2013-10-10,57780,55.2390
12376,2013-11-04,59439,28.1554
28123,2014-02-28,67218,5.5140
11731,2013-08-16,54509,95.5383
11731,2014-01-04,63563,38.6640
21947,2012-08-23,47618,2410.6266
21947,2014-04-07,70089,2708.6865
23357,2013-09-15,56241,108.8204
26808,2014-05-06,72291,37.5479
28457,2014-06-02,74239,77.3390
21299,2013-08-03,53792,86.7204
11913,2014-05-05,72188,27.6140
11913,2014-05-13,72792,9.9340
11913,2014-05-28,73948,8.0444
27388,2013-09-12,56074,92.7869
16877,2013-07-18,52804,44.1779
11960,2013-08-25,55012,44.1890
11960,2013-12-28,62946,38.6640
15978,2014-04-25,71381,8.0444
17011,2013-10-08,57666,1934.8329
27323,2013-07-06,52199,92.7869
25912,2013-11-27,60967,70.1344
17661,2014-01-06,63745,1889.5279
24846,2013-11-07,59676,26.2769
28176,2012-01-13,45430,3953.9884
27823,2013-12-05,61593,1286.7394
22860,2012-10-24,48244,2410.6266
22860,2014-05-27,73920,2742.8642
24439,2014-01-31,65469,79.0959
30037,2012-07-31,47357,9065.1175
30037,2012-10-30,48297,8970.1264
30037,2013-01-28,49451,2921.0624
30037,2013-04-30,50708,5976.6219
30037,2013-07-31,53542,6680.1068
30037,2013-10-30,58978,8382.8894
30037,2014-01-29,65162,5212.7355
30037,2014-05-01,71853,3974.9062
28227,2014-01-27,65037,66.8194
23336,2013-08-12,54274,35.6694
20704,2014-03-03,67514,86.1458
15178,2013-03-19,50095,2264.2536
15178,2014-03-15,68327,2647.5358
17714,2012-12-12,48892,1105.4834
17714,2013-10-05,57488,1918.2579
19032,2013-05-07,50841,2410.6266
19032,2014-03-29,69254,2596.7279
19032,2014-05-15,73026,2659.7792
28992,2013-12-19,62421,87.2729
27091,2013-02-22,49769,2288.9187
16948,2013-09-04,55657,62.9519
16948,2013-12-02,61394,132.0033
16948,2014-06-07,74384,79.0959
25274,2014-03-04,67592,79.0959
15389,2012-10-29,48283,865.2040
15389,2014-01-22,64767,2618.8169
14103,2013-01-03,49204,2288.9187
14103,2013-08-16,54514,866.8394
14103,2014-02-08,66013,835.7447
26097,2012-05-22,46550,3729.3640
26097,2014-01-22,64779,2649.8453
20207,2013-11-12,60035,1253.5894
22230,2011-10-26,44716,3953.9884
22230,2014-02-25,67064,712.6808
20133,2013-12-04,61510,32.0229
24931,2013-12-07,61679,40.4320
23365,2014-02-06,65863,596.6890
24294,2014-02-12,66220,50.3659
13184,2014-03-19,68591,111.0083
13184,2014-05-05,72190,132.6000
24891,2014-05-10,72584,5.5140
19813,2014-01-24,64885,596.6890
28879,2013-12-13,62060,113.7708
12744,2014-01-29,65359,79.5269
19724,2013-07-31,53660,1276.8054
29932,2013-07-31,53577,48965.9275
29932,2013-10-30,59008,60357.7954
29932,2014-01-29,65282,58762.7127
29932,2014-05-01,71898,59966.6958
20779,2013-07-19,52862,16.5529
23219,2013-09-24,56729,44.1779
11168,2013-06-17,51469,2606.9713
11168,2014-04-18,70924,858.9607
15146,2013-12-01,61315,140.2798
15146,2013-12-13,62027,38.6640
23395,2014-02-13,66312,612.1369
28955,2014-05-30,74103,16.5529
25428,2013-11-07,59664,40.4320
13991,2014-04-04,69894,94.4554
13978,2013-05-22,51004,2699.9018
13978,2013-11-22,60680,2576.8048
11143,2013-11-15,60226,46.7194
11143,2014-05-21,73429,6.9394
27852,2014-02-11,66204,635.3529
14700,2011-10-27,44719,3953.9884
14700,2014-03-17,68407,2570.1858
27221,2013-09-29,56970,4.4090
22102,2014-03-08,67863,93.8919
19508,2014-02-07,65914,6.9394
15884,2013-10-07,57612,44.1779
12365,2013-09-01,55455,15.4479
12365,2013-11-06,59617,44.1890
20337,2013-08-04,53854,2709.8357
30011,2011-10-01,44493,7290.6993
30011,2012-01-01,45275,8069.6789
30011,2012-03-30,46033,5309.1103
30011,2012-06-30,46943,10085.6434
30011,2012-09-30,47971,6347.8565
30011,2012-12-31,49122,14282.6771
30011,2013-03-30,50260,8616.3793
30011,2013-06-30,51780,11920.5677
30011,2013-09-30,57104,6456.1737
30011,2013-12-31,63130,4354.9300
30011,2014-03-31,69474,11143.4649
25795,2013-06-10,51361,2742.8642
23554,2013-12-04,61507,5.5140
29223,2011-12-28,45242,3953.9884
29223,2014-01-08,63871,858.9607
24115,2014-03-10,68026,1286.7394
29725,2013-06-30,51751,65705.6659
29725,2013-09-30,57067,40201.4956
29725,2013-12-31,63214,27524.0365
29725,2014-03-31,69444,39835.3914
22325,2013-12-29,63037,15.4479
24221,2014-05-07,72428,612.1369
26462,2014-02-15,66385,30.1444
11447,2011-11-28,45022,3729.3640
11447,2013-06-06,51291,2552.5169
11447,2013-10-31,59207,2644.3313
21583,2014-03-18,68532,1341.9783
28116,2013-09-23,56685,682.3044
18424,2013-08-08,54058,5.5140
14891,2012-04-14,46222,772.5036
14891,2014-03-16,68377,883.4254
23370,2014-03-01,67396,622.9659
19379,2014-03-19,68581,114.3233
20967,2013-11-02,59314,5.5140
16892,2014-03-27,69130,2587.8769
24102,2013-06-27,51637,1966.3144
17286,2011-08-27,44264,3953.9884
17286,2013-11-03,59390,2708.6865
14522,2013-10-14,57959,80.6208
14522,2014-02-24,66951,59.6590
18979,2014-05-11,72717,1933.7058
16548,2013-05-18,50958,2410.6266
16548,2014-04-22,71160,2699.9018
12421,2013-08-12,54294,82.8529
27341,2013-04-19,50537,865.2040
27341,2013-10-15,58062,596.6890
12371,2013-12-01,61322,135.1305
12371,2014-04-04,69870,71.2394
12371,2014-04-27,71493,30.1444
26615,2013-04-09,50445,1105.4834
22245,2014-05-10,72631,1313.2483
14824,2012-03-19,45937,3953.9884
14824,2014-04-11,70384,953.5929
21692,2013-12-12,61989,16.5529
26552,2013-11-21,60578,52.9958
11998,2012-04-17,46251,3729.3640
11998,2013-07-19,52844,1381.0732
11998,2014-01-28,65143,2582.6834
12612,2013-01-15,49323,2264.2536
12612,2013-11-13,60044,2585.6669
12612,2014-02-04,65726,1402.0682
16807,2013-06-16,51459,1909.7384
28755,2013-11-11,59980,2659.7792
17335,2013-09-23,56660,5.5140
12140,2013-11-02,59296,35.6694
12140,2014-01-12,64087,15.4479
12140,2014-02-16,66472,52.9737
12140,2014-03-31,69599,26.4869
20584,2012-09-14,47840,865.2040
20584,2014-04-27,71510,2604.7944
19311,2013-04-01,50348,1105.4834
19311,2013-11-23,60740,1381.0732
19311,2014-04-30,71706,2640.9279
21741,2011-06-24,43803,3953.9884
21741,2013-08-02,53755,606.6229
28124,2014-04-30,71707,23.4923
22316,2013-10-29,58899,682.3044
29930,2011-10-01,44543,415.5164
29930,2012-03-30,46081,944.6214
29930,2012-06-30,47022,528.9880
29930,2012-09-30,48044,245.1090
29930,2013-03-30,50255,49.7250
20977,2013-06-20,51527,635.3529
21042,2014-03-31,69645,1276.8054
29694,2013-05-30,51119,2040.1407
29694,2013-08-30,55329,1504.5950
29694,2013-11-30,61191,680.3498
29694,2014-03-01,67350,906.3085
27755,2013-10-06,57548,66.8194
27217,2013-10-29,58849,32.0229
17885,2013-05-15,50932,1105.4834
17885,2014-01-13,64123,1879.5940
26161,2012-09-10,47808,865.2040
26161,2014-02-04,65728,1238.1415
22681,2013-11-10,59865,145.8048
14067,2013-09-11,56025,55.2390
14067,2014-01-16,64298,71.7919
12839,2013-03-12,50021,2264.2536
12839,2013-11-09,59762,2588.9266
18934,2014-02-18,66598,136.9979
15425,2013-04-14,50500,2288.9187
15425,2014-02-15,66415,1879.5940
11012,2013-08-16,54508,82.8529
11012,2014-03-17,68413,6.9394
20492,2013-07-03,52047,79.5269
28256,2013-10-27,58724,32.5754
28405,2014-01-07,63814,1276.8054
25057,2013-02-15,49726,1105.4834
25057,2013-10-31,59192,1238.1415
24235,2012-04-10,46187,3953.9884
24235,2014-03-03,67561,1382.4876
15996,2013-10-15,58060,624.3140
26555,2014-01-15,64260,30.1444
15239,2013-12-19,62397,70.6869
15239,2014-01-05,63627,65.7254
24157,2013-10-24,58584,2673.0613
22137,2014-05-07,72429,1308.8283
18983,2013-11-17,60344,104.4004
20035,2012-05-27,46588,3729.3640
20035,2014-04-12,70501,2563.5890
11886,2012-03-29,46017,3953.9884
11886,2013-11-17,60359,2562.7823
12733,2013-09-10,56002,37.5479
12733,2014-02-06,65848,9.9340
20897,2014-03-22,68772,98.3119
25533,2013-12-29,63034,30.6859
17871,2014-02-28,67257,1911.6169
19275,2013-08-26,55067,15.4479
25982,2011-12-24,45218,3756.9890
25982,2013-12-19,62461,2673.0613
25267,2013-08-23,54888,28.1554
11939,2012-04-11,46194,3953.9884
11939,2013-11-19,60497,2650.3094
16786,2014-03-28,69216,2535.9640
30089,2013-07-31,53491,228.5340
30089,2013-10-30,58942,2967.9795
30089,2014-01-29,65193,1650.7273
30089,2014-05-01,71815,1046.7818
24560,2014-05-22,73512,2657.4919
13345,2013-10-22,58455,2560.2519
13345,2013-12-09,61845,2699.0067
23808,2013-11-20,60533,33.1390
22709,2014-02-13,66292,32.0340
22822,2013-06-02,51226,2735.9248
21095,2013-09-26,56825,35.0617
24860,2013-11-16,60261,2784.9426
15125,2013-07-18,52779,34.5534
15125,2014-05-06,72279,55.2390
23337,2014-02-28,67223,33.1390
22271,2013-11-19,60511,677.3098
